variante,F,CR,funcion,mejor,peor,media,mediana,std,q1,q3
DE/rand/1,0.75,0.6,rosenbrock,5.126311975639245e-19,1.7627081958083386e-17,6.056423970384452e-18,4.262746929174824e-18,5.3476849264501006e-18,2.5881915065321505e-18,8.169260450359447e-18
DE/rand/1,0.75,0.6,sphere,3.3502815868383083e-140,1.8601857224996008e-137,3.4678859690580746e-138,1.1373961114207415e-138,5.445651748193152e-138,2.634016889648441e-139,4.1311475540766995e-138
DE/rand/1,0.8,0.7,ackley,-4.440892098500626e-16,3.1086244689504387e-15,2.3980817331903383e-15,3.1086244689504387e-15,1.4210854715202006e-15,3.1086244689504387e-15,3.1086244689504387e-15
DE/rand/1,0.8,0.7,griewank,0.0024661680160111,0.175188836170439,0.1268384614798726,0.1477968495814601,0.04963086716290384,0.10498969196911115,0.15456685420010552
DE/rand/1,0.8,0.7,rastrigin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE/rand/1,0.8,0.7,rosenbrock,4.891087139672959e-21,9.336749663680506e-20,2.6118535622536372e-20,1.6065101443270357e-20,2.5949795346546837e-20,9.341077366139325e-21,2.959583255471163e-20
DE/rand/1,0.8,0.7,sphere,9.524619418655337e-106,1.9655385509797488e-103,2.9676359069158033e-104,1.1528456570974016e-104,5.606634081329872e-104,5.6524700202094756e-105,1.9705780154625577e-104
DE/rand/1,0.9,0.5,ackley,-4.440892098500626e-16,3.1086244689504387e-15,2.7533531010703887e-15,3.1086244689504387e-15,1.0658141036401504e-15,3.1086244689504387e-15,3.1086244689504387e-15
DE/rand/1,0.9,0.5,griewank,0.0024661680160109,0.0024661680160109,0.0024661680160108996,0.0024661680160109,4.336808689942018e-19,0.0024661680160109,0.0024661680160109
DE/rand/1,0.9,0.5,rastrigin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE/rand/1,0.9,0.5,rosenbrock,2.2564982315381463e-08,4.969598501363753e-07,1.4390712960718753e-07,9.16493569752384e-08,1.364870516467223e-07,4.474146875648668e-08,1.870727189733306e-07
DE/rand/1,0.9,0.5,sphere,1.8173977749146534e-103,1.122601992962169e-101,2.219240201910173e-102,9.385776834713326e-103,3.205786476372205e-102,3.036204512633773e-103,2.132019869296548e-102
DE/rand/2,0.75,0.6,ackley,3.1086244689504387e-15,3.1086244689504387e-15,3.108624468950439e-15,3.1086244689504387e-15,3.944304526105059e-31,3.1086244689504387e-15,3.1086244689504387e-15
DE/rand/2,0.75,0.6,griewank,0.1896780522176518,0.3353759817169376,0.2679130577239987,0.24754405101536925,0.05096277504242422,0.23254981454909507,0.32291341856805866
DE/rand/2,0.75,0.6,rastrigin,8.301419080174384,12.453064728369554,10.11252121006235,10.107762791580136,1.266578505100999,9.244303811432275,10.780445535622643
DE/rand/2,0.75,0.6,rosenbrock,1.1613649269639024e-05,6.753123036526807e-05,3.492422714079992e-05,3.238654424036753e-05,1.528567639926216e-05,2.452363551538513e-05,4.232521134837395e-05
DE/rand/2,0.75,0.6,sphere,5.971604801674254e-56,8.518009428893855e-55,3.7403401875138375e-55,3.461936639688656e-55,2.3012768735263694e-55,2.100623536322245e-55,5.173592987679784e-55
DE/rand/2,0.8,0.7,ackley,7.416289804496047e-14,4.554134847012392e-12,1.4561685190983553e-12,9.587886040662852e-13,1.3899894085936812e-12,4.436451206402126e-13,2.0015100687942322e-12
DE/rand/2,0.8,0.7,griewank,0.2619244676380359,0.4515411193569434,0.36155503800745753,0.3611881881484392,0.05080649501443313,0.3331712018029937,0.3954650551171648
DE/rand/2,0.8,0.7,rastrigin,10.923328848851284,21.54835756872501,16.09310744956288,15.808333314320159,2.6643401633996233,14.991931226364851,17.015076228523995
DE/rand/2,0.8,0.7,rosenbrock,7.429465395164928e-05,0.0003969735830153,0.00019108075422278708,0.0001543939429988,0.00010213490843095299,0.00010300520785555,0.00027150459247042504
DE/rand/2,0.8,0.7,sphere,1.9038333136386055e-34,2.231065644434936e-33,9.396036177749575e-34,8.704952979798962e-34,6.418638351730579e-34,3.671366480556079e-34,1.213672708891512e-33
DE/rand/2,0.9,0.5,ackley,3.1086244689504387e-15,3.1086244689504387e-15,3.108624468950439e-15,3.1086244689504387e-15,3.944304526105059e-31,3.1086244689504387e-15,3.1086244689504387e-15
DE/rand/2,0.9,0.5,griewank,0.0754080616860013,0.1372036999873058,0.10007064174978689,0.0962523417325983,0.017805340988079243,0.08651129084846446,0.11261203074177198
DE/rand/2,0.9,0.5,rastrigin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE/rand/2,0.9,0.5,rosenbrock,0.0334196455588229,0.1319318550583877,0.09135001277878933,0.09100902283868445,0.030086950953827508,0.0761958137980847,0.11749351032221575
DE/rand/2,0.9,0.5,sphere,3.0001736798584644e-41,1.3724403455514118e-39,2.5596664569869365e-40,7.903120720976292e-41,3.960234056474308e-40,5.090003428232125e-41,2.1153664704490757e-40
