Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
0,31.2430401661,88.3177595917,153.6060519629,79.994586,0.499966
1,23.1318366522,70.2463901479,128.9689739621,78.413434,0.490084
2,18.4571243440,60.8030046288,123.5357073231,76.107172,0.475670
3,16.3461267774,53.6401281071,122.9236552904,72.505939,0.453162
4,13.9021455725,47.6129138426,123.2420344743,66.292606,0.414329
5,11.8433219224,40.3139860680,106.7881799245,57.986162,0.362414
6,10.3436185382,34.1953345476,96.1052130786,49.863879,0.311649
7,8.4468398528,27.5276827425,84.3015997387,44.024364,0.275152
8,7.4748935216,24.3201904273,68.4516830921,40.807394,0.255046
9,6.3640094739,20.0725569761,66.5080390555,38.551172,0.240945
10,5.4827107138,18.1436927686,58.9118896240,36.635636,0.228973
11,4.8088658725,16.1639569520,61.3893078503,34.779111,0.217369
12,4.1896992037,13.8877834345,54.9504552794,33.606040,0.210038
13,3.8484037102,11.8850650194,46.1077635782,31.523010,0.197019
14,3.1200020135,10.4221286115,44.7074845808,29.354384,0.183465
15,2.7706909091,9.4020101829,47.8018076978,27.503737,0.171898
16,2.4493672409,8.6742295604,45.3445937258,25.410040,0.158813
17,1.9561361780,7.4841783022,46.1086297668,24.722283,0.154514
18,1.5204766621,7.3270895509,43.1371243919,24.770606,0.154816
19,1.2701979794,6.3819100397,44.5528988330,22.995152,0.143720
20,1.0697287122,4.8221893995,35.6637981765,21.409071,0.133807
21,0.8201881721,5.0135204667,36.0439009578,21.323152,0.133270
22,0.6763871430,4.1165826082,32.1219312160,21.235192,0.132720
23,0.6107315310,4.1420333790,36.7039942418,21.017677,0.131360
24,0.4733089827,3.8703018327,30.5798399904,20.970323,0.131065
25,0.3917110189,3.6742317578,34.9826900227,20.796505,0.129978
26,0.3481622485,3.5715898390,34.1229461098,20.529879,0.128312
27,0.2587812396,3.3044182394,31.4093253725,20.371859,0.127324
28,0.2154778185,3.3075730481,38.1487221543,20.257939,0.126612
29,0.2029800054,2.9417732688,34.1725323691,19.775131,0.123595
30,0.1468628290,3.0920721966,31.7449090560,19.217636,0.120110
31,0.1318124723,3.2959901684,41.8177226722,18.501010,0.115631
32,0.1155885494,3.0597622339,34.8630443743,18.190747,0.113692
33,0.0921221351,3.1293404297,33.1534992495,18.244404,0.114028
34,0.0678945207,2.9530724588,38.2044299139,17.758606,0.110991
35,0.0599110251,3.3136291664,41.4692679612,17.697919,0.110612
36,0.0486055727,3.1115393795,39.2821646394,17.746384,0.110915
37,0.0310661263,2.5833599516,33.1720170314,17.777596,0.111110
38,0.0264171709,3.0574315743,35.2771998892,17.760606,0.111004
39,0.0234840590,2.7027784080,37.5142254669,17.508929,0.109431
40,0.0194455617,2.5132001161,36.9144097695,17.102566,0.106891
41,0.0163378838,2.6810683499,34.4549131741,16.684465,0.104278
42,0.0110833338,2.3270060138,34.7602723366,15.895434,0.099346
43,0.0094032533,2.5583537698,33.2415114764,15.365293,0.096033
44,0.0068339024,3.1589817881,41.3196497331,15.234626,0.095216
45,0.0057452510,3.2396313400,40.1424644384,15.295899,0.095599
46,0.0051082784,2.8861131679,35.7942946344,14.944182,0.093401
47,0.0038039369,2.6947408650,35.4035804453,15.045111,0.094032
48,0.0034633552,2.8952523238,38.4997426516,14.780465,0.092378
49,0.0032655367,2.6277857440,44.0050223476,14.500990,0.090631
50,0.0028216071,2.8677501365,37.6276665607,13.897859,0.086862
51,0.0024473867,2.8877354086,31.5207550328,13.381455,0.083634
52,0.0021825446,2.8582121290,32.8842069689,13.142465,0.082140
53,0.0019513559,3.2785081719,36.6910778857,12.487879,0.078049
54,0.0016588226,2.9389998341,37.6372305830,12.270040,0.076688
55,0.0013907382,3.0172639951,50.8287594767,11.997576,0.074985
56,0.0012432435,3.1115588903,41.2749560303,11.840182,0.074001
57,0.0011051827,2.9072494439,42.9151455425,11.972404,0.074828
58,0.0008707859,2.7554380422,42.0619856734,12.188364,0.076177
59,0.0007394049,2.6999574459,36.3230104521,12.470061,0.077938
60,0.0006179559,2.6415334866,35.4890341371,12.704646,0.079404
61,0.0005408539,2.8267203426,40.2299729390,12.936869,0.080855
62,0.0004863503,2.4708680052,43.5010728278,12.687818,0.079299
63,0.0004075881,2.7232660600,42.1296892043,12.673010,0.079206
64,0.0003770257,2.5886077509,32.1882676154,12.282889,0.076768
65,0.0003530406,2.6037110229,32.9806055455,12.197455,0.076234
66,0.0002660555,2.5781839077,35.8457392659,12.204303,0.076277
67,0.0002204975,2.4388921776,33.3989159430,11.931556,0.074572
68,0.0002010144,2.7861754391,39.5765429444,12.073030,0.075456
69,0.0001805402,2.9563567681,31.9053727225,12.163131,0.076020
70,0.0001618775,2.6547791147,35.5345959669,11.781051,0.073632
71,0.0001435957,2.9020913398,41.7451052071,11.586202,0.072414
72,0.0001198938,2.7693547865,32.2917358169,11.296646,0.070604
73,0.0001150890,2.8867925907,33.9380393878,11.215051,0.070094
74,0.0001030329,2.7263916562,35.2515220255,10.937778,0.068361
75,0.0000951323,3.0731990147,41.8018590778,10.845293,0.067783
76,0.0000853029,2.6522521339,37.5608786289,10.533253,0.065833
77,0.0000693551,2.6285067759,30.7117197328,10.371758,0.064823
78,0.0000632368,2.6121068176,37.0934095730,10.030525,0.062691
79,0.0000590814,2.7289229854,38.5609888469,9.781071,0.061132
80,0.0000530119,2.8570741424,39.4721463258,9.672586,0.060454
81,0.0000502432,3.5895203296,45.1926927181,9.475455,0.059222
82,0.0000466103,2.8199570008,36.5405749480,9.587455,0.059922
83,0.0000406140,2.7930970339,35.2355632817,9.251434,0.057821
84,0.0000379528,3.1803398117,36.1042767212,9.153616,0.057210
85,0.0000359069,2.9008239500,40.8083626456,8.933374,0.055834
86,0.0000312778,2.2988998436,35.6405123633,8.610788,0.053817
87,0.0000272787,2.9526339960,30.9246364502,8.568364,0.053552
88,0.0000243391,3.4632739811,36.5175284927,8.618727,0.053867
89,0.0000226350,2.7692660728,35.8136549811,8.544121,0.053401
90,0.0000222980,3.0302973235,41.0330536139,8.389273,0.052433
91,0.0000211359,2.7226684622,37.0714933719,8.295737,0.051848
92,0.0000199591,2.8983485256,36.1099532079,8.179111,0.051119
93,0.0000178985,2.7492330026,36.9858111673,7.828606,0.048929
94,0.0000137822,2.6650960890,38.4064611379,7.739535,0.048372
95,0.0000124345,2.8759861913,36.3006873538,7.624384,0.047652
96,0.0000088650,2.7136140267,38.2007310608,7.980990,0.049881
97,0.0000082205,2.6437253966,32.1946953653,7.890061,0.049313
98,0.0000063845,2.6621430314,39.1375714280,7.850242,0.049064
99,0.0000059011,2.6684056145,35.8758729931,7.888626,0.049304
100,0.0000051198,2.8328035033,40.5953760189,7.667232,0.047920
