Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
42,34.6094785726,378.1887679888,3005.8748645926,40.841636,0.255260
43,32.5377248471,375.1299331357,2913.5727729091,40.241333,0.251508
44,32.2555267613,333.7464572432,2759.8762370078,39.791394,0.248696
45,31.5932122558,348.8931016280,3062.2663164027,39.494889,0.246843
46,31.4892003261,343.6834242201,2609.9075221317,39.048667,0.244054
47,29.0720961608,331.5264808899,2713.9013345056,38.402323,0.240015
48,26.7292525193,308.9870095490,2705.8720731873,37.433677,0.233960
49,25.6109066700,301.8343287950,2659.5158477758,36.929354,0.230808
50,24.1775402138,288.3146560347,2607.5567986919,36.470566,0.227941
51,23.3073623458,242.1948393082,2556.5909758290,35.368626,0.221054
52,22.3732078473,284.9084410810,2530.6933623186,35.555859,0.222224
53,21.6167046163,292.5037089819,3159.4995517538,35.252545,0.220328
54,20.3191491718,293.9437450457,2869.3589131378,34.853374,0.217834
55,19.6426249271,289.6034123602,3094.6863025222,34.717596,0.216985
56,18.4769535614,302.1872405598,2981.2500822875,34.826949,0.217668
57,18.1278555801,286.7629316514,3072.1109542851,34.588101,0.216176
58,18.0235938216,278.1038270969,2808.7888376102,34.055091,0.212844
59,17.8274949177,252.6886119280,2601.6540537460,33.653273,0.210333
60,15.8162799475,265.0058738682,2948.6730428981,33.697717,0.210611
61,15.6802789924,280.8196687911,2644.0903909726,33.579737,0.209873
62,15.2654048004,279.6995399700,2854.4024683135,33.341535,0.208385
63,15.2654048004,283.9143359563,2991.1008251050,33.298747,0.208117
64,15.2654048004,253.1635139148,2753.4798512832,33.196263,0.207477
65,14.6785543540,266.8762882047,2731.6294469973,33.141556,0.207135
66,14.5708284917,261.3970188998,2646.2298786634,33.169798,0.207311
67,13.9022397186,258.3704958429,2554.2192180273,33.040101,0.206501
68,13.2039623322,262.5147300984,3132.6373129311,32.241717,0.201511
69,12.7706799460,279.1449609487,2656.6779023433,32.458566,0.202866
70,12.5713259379,255.1514177599,2436.6081863679,32.182000,0.201137
71,12.4363792727,257.0441016017,2718.1650163244,31.865859,0.199162
72,11.8756383643,268.2435600802,2638.3379699671,31.750364,0.198440
73,11.6954142439,261.4694517347,3091.2071979003,31.745717,0.198411
74,11.5440876743,306.1279969824,2884.2170805682,31.441475,0.196509
75,11.4873251948,285.1727721241,2914.5648918486,31.126242,0.194539
76,11.1870088351,257.1007634794,2328.4326402679,30.733960,0.192087
77,11.0520957466,241.7246190061,2417.8650666291,30.660141,0.191626
78,10.9324724180,242.4468214757,2810.1503809061,31.013879,0.193837
79,10.7810923282,272.3700460284,2866.1321648355,31.093960,0.194337
80,10.6838101136,268.1253927826,2578.6561644817,31.002323,0.193765
81,10.4361885221,233.7798414119,2847.5390170351,30.755556,0.192222
82,10.2299538550,265.6514500878,3349.0814450696,30.904768,0.193155
83,10.2241565025,252.8532425119,2580.9254439321,30.791313,0.192446
84,10.1302901362,257.6775839834,2514.5959440877,30.824707,0.192654
85,10.0425564439,262.8653582287,2742.7969813492,30.390040,0.189938
86,9.9690699160,248.8067447055,3107.5153239043,30.237333,0.188983
87,9.8688500196,247.7911427954,2552.7746497614,30.227455,0.188922
88,9.7571005345,260.6583369305,2895.6964621270,30.158828,0.188493
89,9.6675007527,233.1203400829,2593.9783656629,30.030606,0.187691
90,9.6615240557,233.0273480247,2935.1567159088,30.295556,0.189347
91,9.4754706618,231.3024255134,2953.2975344695,30.009172,0.187557
92,9.3244849655,245.9448636105,3120.9465454584,30.209677,0.188810
93,9.2787749832,259.6148100780,2728.4737624342,30.211414,0.188821
94,9.2098718487,233.0314394771,2962.4231934526,30.072727,0.187955
95,9.2006755597,258.8274335432,3163.0450405563,30.224566,0.188904
96,9.1252294037,277.6228855283,3034.7351193305,30.290929,0.189318
97,9.0100218567,281.4078840650,2987.4215626798,30.099192,0.188120
98,8.9736175933,235.2004971550,3084.6826536408,29.755677,0.185973
99,8.9720252950,225.8802381935,2426.0222926963,29.655051,0.185344
100,8.9685721150,226.2948466153,2699.1708624180,29.425899,0.183912
