Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
81,115.7091577205,719.5716413593,896.5635314809,45.046606,0.281541
82,115.7091577205,718.7125044513,896.5759160539,45.329455,0.283309
83,115.7091577205,716.6532060992,896.9035355653,45.442788,0.284017
84,115.7091577205,718.9545002841,896.9313244490,45.135212,0.282095
85,115.7091577205,718.1235208376,896.8208869723,45.444404,0.284028
86,115.7091577205,723.6231479757,897.0822660300,44.568242,0.278552
87,115.7091577205,722.8267211982,897.3259773448,44.357919,0.277237
88,115.7091577205,720.8397732507,897.5097490388,44.438747,0.277742
89,115.7091577205,718.6080091475,897.4330398888,44.595939,0.278725
90,115.7091577205,720.3945557696,897.5659241973,44.344485,0.277153
91,115.7091577205,719.9761739515,897.5310901422,44.215798,0.276349
92,115.7091577205,716.9647845163,897.4585948652,44.416869,0.277605
93,115.7091577205,722.0247253811,897.6361141532,43.893960,0.274337
94,115.7091577205,723.6744627857,897.6276908533,43.903818,0.274399
95,115.7091577205,721.5339287457,897.6549378727,44.000545,0.275003
96,115.7091577205,717.8622944657,897.7883855353,44.600727,0.278755
97,115.7091577205,718.2554050788,897.7375624613,44.240667,0.276504
98,115.7091577205,718.2082129777,897.9487524725,44.339010,0.277119
99,115.7091577205,721.3987935072,898.1550848807,44.077616,0.275485
100,115.7091577205,718.3390263824,898.0128586093,44.447758,0.277798
