Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
39,10.6681083435,158.9456072880,2487.7852900885,16.250586,0.101566
40,10.5788334198,153.2198480621,2224.0238307410,16.314404,0.101965
41,10.2575467172,181.6220743726,2752.8281329093,16.540242,0.103377
42,10.1739650588,159.4580537376,2715.3585045107,16.144343,0.100902
43,10.1520952074,169.3428601563,2554.3178301552,16.048020,0.100300
44,10.0419081871,150.2724914343,2107.1924189770,15.589313,0.097433
45,9.6856049516,142.7587421141,2481.0542694243,15.284000,0.095525
46,9.6505701945,160.3596298660,2638.2800703100,15.006364,0.093790
47,9.6426445991,146.1627139279,2482.4712112296,14.870505,0.092941
48,9.6306705437,158.7277979889,2334.5106114614,14.703535,0.091897
49,9.5645085975,139.8132286999,2118.8458501395,14.525354,0.090783
50,9.5421250928,155.0436983390,2508.1081632496,14.589919,0.091187
51,9.4709138097,152.8667332918,2912.2508602842,14.239697,0.088998
52,9.1181304040,167.4181567767,2099.7639342754,14.365192,0.089782
53,9.1107047714,144.3662278745,2536.3085512223,13.901737,0.086886
54,9.0494347149,194.8690116961,2601.8798227762,13.798444,0.086240
55,8.9068941865,157.7372436532,2194.9669290518,13.596465,0.084978
56,8.9008648641,171.4219029215,2978.5067657971,13.162747,0.082267
57,8.7630852561,167.6305945063,2740.7483194468,13.591111,0.084944
58,8.7070214839,140.8486694373,2827.7513909234,13.463475,0.084147
59,8.7026557150,154.9464100647,2732.4785713496,13.271354,0.082946
60,8.6689814092,162.1176948331,2999.6880465125,13.427253,0.083920
61,8.5483267875,170.3470742420,2220.7128246675,13.345838,0.083411
62,8.4768534049,168.7663563033,2560.5422206358,12.907030,0.080669
63,8.4715341452,163.4415320267,2377.1285444338,12.858263,0.080364
64,8.4001261897,165.3332012184,2507.5184503575,12.667859,0.079174
65,8.2943841063,167.9360093154,2146.2151162958,12.592061,0.078700
66,8.2929133711,172.1534502451,2198.8146281432,12.713616,0.079460
67,8.2896005026,149.4195919034,2331.0498760535,12.548364,0.078427
68,8.2402104590,164.2188561130,2932.4423336999,12.607899,0.078799
69,8.2071487947,143.9147633243,2116.8363030151,12.551091,0.078444
70,8.2038505713,190.5909759220,2300.4515772810,12.333212,0.077083
71,8.1930621124,144.6558687845,2067.5006314656,12.227333,0.076421
72,8.1478109259,167.2519792896,2261.0864257974,12.100182,0.075626
73,8.1460527990,158.4320014463,2715.3443514056,11.974545,0.074841
74,8.1442176003,164.5053414589,3025.3639720715,11.935010,0.074594
75,8.1298848746,170.8629516133,2509.9448504100,12.030747,0.075192
76,8.1121227285,182.6347708265,2884.7477067901,11.833535,0.073960
77,8.1093343146,140.7546721310,2205.6941476472,11.678929,0.072993
78,8.1061283503,146.5755240896,2385.9420849243,11.280848,0.070505
79,8.0924520729,160.4215053978,2591.5651466641,11.160707,0.069754
80,8.0747578835,143.1891321770,2315.5819286389,10.951939,0.068450
81,8.0586620535,135.1210194796,2448.3804317746,10.441293,0.065258
82,8.0414921213,134.4763295749,2151.1588848154,10.073576,0.062960
83,8.0371006336,156.8500362032,2579.1786154534,10.124667,0.063279
84,8.0368626934,141.8139541481,2051.4942088448,9.874929,0.061718
85,8.0359168427,164.1840601143,2709.8936828494,9.658061,0.060363
86,8.0322409752,150.5246929776,2520.8236306768,9.590606,0.059941
87,8.0322179420,148.2626534961,2578.6175949850,9.197616,0.057485
88,8.0265790358,143.8843934097,2272.4427692083,8.905313,0.055658
89,8.0217222015,164.2049307533,2831.9336713378,8.386404,0.052415
90,8.0199642001,148.7119763975,2573.2069225748,8.475677,0.052973
91,8.0171031497,147.5430074840,2192.4250594517,8.244727,0.051530
92,8.0160550305,166.8590193650,2188.3899167684,8.032404,0.050203
93,8.0152917517,151.3411778620,2796.0060174855,8.036909,0.050231
94,8.0150695053,169.4430974443,2815.9434937582,8.041657,0.050260
95,8.0139504865,134.1970693653,2828.3889618503,8.092323,0.050577
96,8.0134003370,153.1910652837,2513.1572979718,8.241333,0.051508
97,8.0133416998,126.0916612167,2488.4216169825,8.323414,0.052021
98,8.0112799304,149.5464309803,2590.8168611993,8.139394,0.050871
99,8.0107320223,137.7881543499,2435.1983072992,8.217394,0.051359
100,8.0104464667,161.5062356353,2951.5360764100,8.460020,0.052875
