Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
0,18.9201928833,20.9302683424,21.7148704677,79.955152,0.499720
1,18.4535462333,20.6177162532,21.6334082702,78.303596,0.489397
2,18.1145113240,20.3756104628,21.5704826963,76.005576,0.475035
3,17.6587700535,20.0544692570,21.5136817475,71.612000,0.447575
4,17.0509783397,19.7287933271,21.4652064030,65.417131,0.408857
5,16.1878277012,19.3658293488,21.3740798257,57.905879,0.361912
6,15.7181093360,18.8955171260,21.1392634525,49.522828,0.309518
7,14.9459705209,18.3243468828,20.9318019698,42.885313,0.268033
8,14.4989184609,17.8503894349,20.8928768628,38.236727,0.238980
9,13.9001869585,17.2372020412,20.6637763827,32.954303,0.205964
10,12.6196334232,16.4725617266,20.1740923536,28.436990,0.177731
11,12.2013492319,15.7341375014,20.1733611093,25.001455,0.156259
12,11.3789583065,15.2098931424,19.9839911739,22.814323,0.142590
13,10.9574055227,14.4323007435,19.9633074458,22.633010,0.141456
14,10.4196040535,13.9217176291,19.3938808923,22.922687,0.143267
15,9.9580111653,13.3311681124,19.6212857247,23.178485,0.144866
16,9.4353077537,12.7696322840,19.4705426149,22.363212,0.139770
17,9.0676321882,12.2216782810,19.6752076570,21.655333,0.135346
18,8.4521566147,11.7247017562,19.2395752161,20.733455,0.129584
19,7.7925349035,11.1535606771,19.4189826704,20.106667,0.125667
20,7.2519249447,10.7945330213,19.2672143050,19.481515,0.121759
21,7.0787936204,10.4715934334,19.5922312105,19.245414,0.120284
22,6.8676172175,9.9264267538,19.2535833978,19.381717,0.121136
23,6.5820882844,9.4838515632,19.3918168263,19.407010,0.121294
24,6.0749563853,9.3490140821,19.1435011350,19.671697,0.122948
25,5.5399255995,9.0845697127,19.2219713377,19.537778,0.122111
26,5.0616491040,8.8521009689,19.3917343961,19.499455,0.121872
27,4.5455364541,8.5821146741,19.1136992790,18.592970,0.116206
28,4.3363532760,7.7647527383,18.9295311634,18.450788,0.115317
29,4.1548754920,7.2946578773,19.0964547730,17.977394,0.112359
30,4.0527796321,7.0970955790,18.9492223187,17.652747,0.110330
31,3.7378956372,6.7541773059,19.0462373852,17.280283,0.108002
32,3.4561284716,6.6348538636,18.9412038577,16.950828,0.105943
33,3.2651458550,6.4353764911,19.0766184634,16.938303,0.105864
34,3.0067047456,6.2997084545,18.6089710030,16.927717,0.105798
35,2.8336260474,6.3277752734,18.8893838373,17.200182,0.107501
36,2.5677517646,6.0691642834,19.1449915034,16.967172,0.106045
37,2.4260452762,5.6436182120,18.7107178253,16.447919,0.102799
38,2.3544741927,5.7503305477,18.9170330322,16.472949,0.102956
39,2.1909239664,5.6819957461,18.9841482567,16.048081,0.100301
40,2.0858765709,5.4442690197,18.8076851081,15.637071,0.097732
41,1.9739386740,5.3797638176,19.0642807442,15.143535,0.094647
42,1.9243182821,5.1065310998,18.7090585952,14.755535,0.092222
43,1.7558129024,5.1077949973,18.4537320912,14.799192,0.092495
44,1.6678112554,4.9772247561,18.6064325929,14.651758,0.091573
45,1.5548917144,4.8115541781,18.9401346106,14.846222,0.092789
46,1.4871295177,4.6425650199,18.2970723601,14.092869,0.088080
47,1.4011281682,4.7164640678,18.0970918459,14.109475,0.088184
48,1.3464120140,4.5389699440,18.8589633158,13.974162,0.087339
49,1.1831884557,4.3213768696,18.4763378507,13.730828,0.085818
50,1.1572046678,4.3478507287,18.2298801439,13.227010,0.082669
51,1.0745467977,4.4732393884,18.1987058997,12.858566,0.080366
52,1.0122013656,4.3105609237,18.5753635954,12.729758,0.079561
53,0.9752315361,4.3358482782,18.4025362303,12.518606,0.078241
54,0.9298513773,4.1302056931,18.2641020918,12.785374,0.079909
55,0.8914673038,4.3372854241,18.5732205206,13.005677,0.081285
56,0.8364100107,4.3596949582,18.4615045803,12.875313,0.080471
57,0.7564043564,4.2757338405,18.1827429053,12.599030,0.078744
58,0.7429425062,4.1832240501,18.2169949744,12.826788,0.080167
59,0.7142291801,4.0613425924,18.5541872848,12.652545,0.079078
60,0.6558862336,3.8570074249,18.3078926462,12.876101,0.080476
61,0.6274270883,3.8579661694,18.3670949893,12.923434,0.080771
62,0.6094604630,4.1093885127,18.2914007245,13.032081,0.081451
63,0.5946069950,3.7842574884,18.4948111890,13.104747,0.081905
64,0.5897222877,3.9354119648,18.1885487613,12.856808,0.080355
65,0.5771034560,4.0005096758,18.1812647121,12.525596,0.078285
66,0.5738042438,4.0307361075,18.2941425103,12.197576,0.076235
67,0.5586411390,3.8447591967,18.3560683264,11.934687,0.074592
68,0.5422823064,3.8131740090,18.1323294428,11.909677,0.074435
69,0.5346327859,3.9066737746,18.3675268433,11.472061,0.071700
70,0.5286696241,3.6985833826,17.7581871739,11.474808,0.071718
71,0.5225587344,3.7815115631,18.4460663903,11.133010,0.069581
72,0.5184001852,3.7362294434,18.2762917620,10.629030,0.066431
73,0.5145824678,3.8072279465,17.8538124212,10.212889,0.063831
74,0.5080203190,4.1307882758,18.3303815280,10.147010,0.063419
75,0.4998870745,3.5874461949,18.1349053077,10.160990,0.063506
76,0.4949370558,3.6142551805,18.2629010650,10.043212,0.062770
77,0.4919978973,3.9437114272,18.1430136489,9.573535,0.059835
78,0.4869405902,3.7301807051,18.0868094896,9.330343,0.058315
79,0.4848193919,3.8346333068,18.1104633977,9.145414,0.057159
80,0.4814590028,3.6474431394,18.1293435386,8.838040,0.055238
81,0.4748300414,3.6910887525,18.3679626058,8.940222,0.055876
82,0.4715314629,3.5399623893,18.1503474798,8.944747,0.055905
83,0.4704887594,3.7849952415,18.1172970683,9.310788,0.058192
84,0.4682388253,3.7735355201,18.1599811686,9.271677,0.057948
85,0.4666471220,3.7886308055,17.8750920694,9.152970,0.057206
86,0.4644767380,3.7996446676,17.9872404602,9.089758,0.056811
87,0.4633277135,3.7238695784,18.2764127113,9.111859,0.056949
88,0.4610774246,3.9052532138,18.2633685213,9.142545,0.057141
89,0.4584223664,3.8307259186,18.1883500818,9.105394,0.056909
90,0.4574750546,3.6879806669,18.0733497587,8.895030,0.055594
91,0.4562848804,3.8866928291,18.0003020941,9.029354,0.056433
92,0.4540811523,3.7433026866,18.2620989427,8.787273,0.054920
93,0.4526913636,3.8903795738,18.1538568581,8.625030,0.053906
94,0.4523302325,3.5362708928,17.9770782843,8.520747,0.053255
95,0.4513352677,3.7034243113,18.1219692184,8.375232,0.052345
96,0.4499952585,3.2774878843,17.7479465780,8.079596,0.050497
97,0.4491673408,3.4026464007,17.8836228914,7.758040,0.048488
98,0.4480037194,3.4458626149,17.8610234709,7.793596,0.048710
99,0.4476841907,3.6183006612,18.1428194656,7.741172,0.048382
100,0.4470204828,3.5243815356,18.0466672083,7.582444,0.047390
