Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
60,13.8631058193,183.3267312035,2665.7267468156,14.344646,0.089654
61,13.8253574503,166.9334092544,2932.9573661769,14.287980,0.089300
62,13.8198074939,185.6307289051,2582.3523470981,13.879374,0.086746
63,13.6691336605,173.0387209346,2506.8523771575,13.966949,0.087293
64,13.6653322713,178.2759342625,2894.6231662075,13.900808,0.086880
65,13.4974112526,189.6959409577,2667.1631295171,13.545475,0.084659
66,13.4839461566,179.8528737281,3096.8385515158,13.313253,0.083208
67,13.4295417642,154.9353838185,2618.2063171457,13.173515,0.082334
68,13.4268129024,166.0712859567,2881.9391758311,13.362242,0.083514
69,13.2526938141,206.9307460591,2709.7292318917,13.478000,0.084238
70,13.2450346620,184.5217838156,2803.6407250545,13.373818,0.083586
71,12.2788519469,168.7993097548,2243.5553582125,13.337616,0.083360
72,12.2035226551,153.2376619156,2793.1454847430,13.095455,0.081847
73,12.1674263300,181.5532631948,2928.5684207871,12.984242,0.081152
74,10.3309127467,172.0284523623,2072.0594211893,12.614747,0.078842
75,10.3299572884,200.7297472033,2829.2845663276,11.909374,0.074434
76,10.0275412841,159.9427101819,2423.1834629311,11.642828,0.072768
77,10.0263617103,166.4154440388,2819.0924697951,11.844283,0.074027
78,9.9939145119,161.3767185900,2464.0739709731,11.854848,0.074093
79,9.6914782645,185.4506161152,2351.2146212802,11.772687,0.073579
80,9.6906984998,181.8408888458,2454.6007182684,12.031636,0.075198
81,9.6850051044,166.4391889273,2839.2953205025,11.807414,0.073796
82,9.6423898655,180.4135077589,2926.8628811876,11.683394,0.073021
83,9.6323709083,174.1164269063,2675.8047718231,11.377010,0.071106
84,9.6321059991,166.9730107224,2748.1570457151,10.889192,0.068057
85,9.6277790662,179.3234490179,3110.0253352768,10.296747,0.064355
86,9.6264095769,169.8623670759,2636.8080146092,9.955576,0.062222
87,9.6252164471,165.7534778220,2601.5007361088,9.894768,0.061842
88,9.6067657717,167.7799033909,3079.7831114583,9.631051,0.060194
89,9.5969069997,179.5595881576,2428.7980730473,9.579677,0.059873
90,9.5872779902,150.5378987439,3028.3789624053,9.768202,0.061051
91,9.5869176584,154.1690331244,2767.4502995612,9.893313,0.061833
92,9.5823763112,177.5945797872,2704.3150148583,9.953394,0.062209
93,9.5821300818,145.1466097579,2220.0565668705,9.758283,0.060989
94,9.5758599547,182.8135811013,2955.0410363939,9.813838,0.061336
95,9.5754030433,169.7095555269,2458.3096457867,9.461636,0.059135
96,9.5742927938,156.8833461829,2549.5554084568,9.329717,0.058311
97,9.5742271419,171.8281131998,2550.3302740380,9.162889,0.057268
98,9.5740926047,155.3307803230,2381.8153375496,8.857919,0.055362
99,9.5723314125,163.2124656284,2823.5975515685,8.531172,0.053320
100,9.5653369163,195.4344689301,3093.9522227760,8.624384,0.053902
