Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
33,0.0996867214,3.0415707807,31.9346183806,18.405677,0.115035
34,0.0878834754,3.3768720414,42.0355908688,18.201535,0.113760
35,0.0756761644,2.6183700480,30.2998241599,18.327434,0.114546
36,0.0560232746,2.9865564613,35.5352600937,18.122606,0.113266
37,0.0476496841,2.8325034657,36.2709405378,17.507798,0.109424
38,0.0447949290,2.7451843890,36.4061361529,16.981758,0.106136
39,0.0356267830,2.8029749772,45.3315397191,16.364970,0.102281
40,0.0303779510,3.3699092273,38.0307673290,16.308081,0.101926
41,0.0247974926,2.6985005295,33.1251186763,16.169576,0.101060
42,0.0216523966,3.0247280335,32.4559734755,15.811636,0.098823
43,0.0193718680,2.7837936302,32.5277155038,15.885798,0.099286
44,0.0158379028,2.8349680938,41.6813077573,15.711414,0.098196
45,0.0137732304,2.6662739718,33.7178394355,15.219172,0.095120
46,0.0102468288,2.6853340636,31.8606980339,14.872384,0.092952
47,0.0084695529,2.4779029092,33.5039718590,15.119010,0.094494
48,0.0069325822,2.7975911205,37.3994209770,15.451859,0.096574
49,0.0053454878,2.9741484278,39.8063583952,15.225414,0.095159
50,0.0046547978,3.2162021074,37.1066545328,14.903737,0.093148
51,0.0045375433,2.9095801022,40.5128465081,14.524667,0.090779
52,0.0041109287,2.9594309800,37.4467736917,14.535657,0.090848
53,0.0034634138,3.2625741115,39.7372034039,13.946626,0.087166
54,0.0027748869,2.5330707458,34.4256561534,13.733475,0.085834
55,0.0025496457,2.6368975636,33.0044743647,14.024182,0.087651
56,0.0024323862,2.6238274253,39.7628760868,13.951030,0.087194
57,0.0021968371,3.1405724916,41.5342282785,14.079677,0.087998
58,0.0018488968,2.8939816899,35.0602788651,14.105758,0.088161
59,0.0015618177,2.4913564919,32.6096282672,14.164929,0.088531
60,0.0013668996,2.8253765454,40.3490394730,14.387859,0.089924
61,0.0012171392,2.6508524981,35.5048054729,14.048828,0.087805
62,0.0011317704,2.7461244342,39.8420248108,13.729677,0.085810
63,0.0009638160,2.7348731114,32.0419992992,13.323354,0.083271
64,0.0009248012,2.6824710260,39.6939454530,13.062808,0.081643
65,0.0008867385,2.6809969926,29.8037847106,12.580323,0.078627
66,0.0006983978,2.4187259819,37.5296091346,12.307657,0.076923
67,0.0005914463,3.1320717877,36.0039604567,12.014263,0.075089
68,0.0004176617,3.4807548539,44.7406171446,11.744283,0.073402
69,0.0003828413,3.1297234734,37.7572237761,11.714667,0.073217
70,0.0003408576,2.9409277354,33.3186396456,11.677960,0.072987
71,0.0003006952,2.3877467132,39.1401229463,11.648707,0.072804
72,0.0002777697,2.9330325017,39.6407494887,11.566384,0.072290
73,0.0002375292,2.9572915344,39.0029691562,11.302162,0.070639
74,0.0002245552,2.9352406796,32.4386347872,11.214586,0.070091
75,0.0001713553,2.5410787972,35.5518117706,11.338222,0.070864
76,0.0001662917,2.8641153322,35.6282353236,11.465152,0.071657
77,0.0001429756,2.8800074185,34.4012824066,11.339273,0.070870
78,0.0001048445,2.8194840653,36.2361678165,11.030545,0.068941
79,0.0000880032,3.0117781201,35.3761300763,10.730101,0.067063
80,0.0000809375,2.9678354488,39.1960292227,10.627010,0.066419
81,0.0000708493,2.9913364748,41.6300870096,10.429899,0.065187
82,0.0000618451,2.9444008114,42.0724362706,10.286505,0.064291
83,0.0000558538,2.6762081403,42.2888921487,10.081960,0.063012
84,0.0000465126,2.4742697396,34.7750747464,9.855515,0.061597
85,0.0000443983,2.6876077866,34.9004055438,9.636525,0.060228
86,0.0000384558,3.2600027441,37.6338012791,9.611192,0.060070
87,0.0000253011,2.7929736773,43.7854777229,9.053677,0.056585
88,0.0000235774,2.7557747883,35.5601611661,8.718485,0.054491
89,0.0000222248,2.6787475028,35.6575867857,8.539576,0.053372
90,0.0000208966,2.7475050870,36.1940129314,8.509899,0.053187
91,0.0000171026,2.7085806690,35.0625342708,8.445293,0.052783
92,0.0000167656,2.8920130356,36.0885306011,8.159798,0.050999
93,0.0000152715,2.8165092146,40.4772743092,8.164303,0.051027
94,0.0000143583,2.7661290271,38.5326579823,8.400485,0.052503
95,0.0000127763,2.8507789048,31.0519317607,8.250747,0.051567
96,0.0000116727,2.3994366554,33.9856652162,8.327475,0.052047
97,0.0000112967,2.9680569652,38.7913198945,8.483737,0.053023
98,0.0000101737,3.0640490844,35.8875217422,8.745051,0.054657
99,0.0000096854,2.4900850256,31.5160244197,8.647960,0.054050
100,0.0000080642,3.1730685700,37.7601861175,8.456222,0.052851
