Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
37,29.5179986891,168.3009484179,2363.3044321044,16.790586,0.104941
38,29.2663491348,167.5118708380,2446.4572877254,16.612465,0.103828
39,29.1157285432,184.6365795955,2403.4116505996,16.460283,0.102877
40,28.9714052881,181.2115987812,3102.0871663159,16.384929,0.102406
41,28.8682828993,176.7739022106,2512.6586318389,16.524727,0.103280
42,28.6014435300,144.0449742889,2194.8157265399,16.246263,0.101539
43,28.3759779437,170.9475856139,2265.9656612015,16.476505,0.102978
44,28.2648009833,184.2536952011,2609.1175053951,16.334808,0.102093
45,28.2132414594,196.7075853783,2706.8787087113,16.255111,0.101594
46,28.1526388320,173.7511569754,2701.1224086220,16.234485,0.101466
47,27.8929995445,176.6248767758,2031.9089251528,16.303414,0.101896
48,27.8318321094,189.3139597788,2620.2575617113,15.886707,0.099292
49,27.5024881907,174.3769550894,2765.2520167185,15.525273,0.097033
50,27.4669482473,157.4229161113,2183.2505625090,15.205374,0.095034
51,27.3088073409,154.5478310571,2102.7628779401,14.892424,0.093078
52,27.2574146794,160.5262645086,2491.7595505102,14.686424,0.091790
53,27.2430866719,162.8646330288,2257.2328988076,14.414141,0.090088
54,27.1968224288,191.0494876608,3203.3016549964,13.987859,0.087424
55,27.1823558715,168.5935580632,2306.9275331538,13.892889,0.086831
56,27.1414161881,152.7886345105,2911.5986698483,13.872626,0.086704
57,27.1095254278,175.7889128570,2783.1406027002,14.066990,0.087919
58,26.9370880696,167.2820576757,2215.3561992081,14.536929,0.090856
59,26.8465940158,181.1621744934,2506.7186555427,14.593232,0.091208
60,26.7824063012,169.7827912603,2726.7700334096,14.237111,0.088982
61,26.7766498774,185.9743227992,2812.3606822244,13.949232,0.087183
62,26.7039656298,178.7266739843,2549.9412410869,13.634424,0.085215
63,26.6952495358,142.1395842125,1903.6124877103,13.638889,0.085243
64,26.6735818802,161.3772500472,2365.5867071168,13.444081,0.084026
65,26.6642707935,144.3369167877,2270.6772739750,13.131616,0.082073
66,26.5613183364,185.6516013309,2529.2897436398,13.000606,0.081254
67,26.5556783740,172.5782968850,2310.2212032399,12.844909,0.080281
68,26.5425640327,176.8568262434,2699.6520845855,12.617515,0.078859
69,26.5358213554,169.6169050873,2677.6220531293,12.334404,0.077090
70,26.5198380384,155.3275790517,2580.7105777834,12.017313,0.075108
71,26.5089549497,167.6465288635,2202.2303726561,12.156848,0.075980
72,26.4959148841,174.1844817187,2184.1202067441,12.041071,0.075257
73,26.4936654042,179.5215529738,2472.0653366094,11.630343,0.072690
74,26.4926631322,144.4359492473,2644.6692166030,11.423212,0.071395
75,26.4427804022,180.9789334952,2429.0870096214,11.554929,0.072218
76,26.4407777612,171.5242735789,2545.0548227915,11.604162,0.072526
77,26.4379253682,156.5631726904,2420.3410217976,11.166808,0.069793
78,26.2875865091,165.3650401981,2248.2035580270,10.953071,0.068457
79,26.2859805806,161.6300339392,2655.5978595604,10.933838,0.068336
80,26.2831951946,177.9984025413,2406.3147491198,10.613111,0.066332
81,26.2790869640,171.8871884377,2175.1942984283,10.396101,0.064976
82,26.2782634039,180.9528887877,2586.5502483775,10.584081,0.066151
83,26.1631266320,146.8680915304,2280.1030910707,10.459293,0.065371
84,26.1329193898,162.0902984968,2192.7991134497,10.047071,0.062794
85,26.1328924620,184.6421198847,2681.9633175277,10.052182,0.062826
86,26.1316732828,180.9561620445,2160.7815334079,10.065495,0.062909
87,26.1304654577,170.1526929977,2403.6932046103,10.008667,0.062554
88,26.1288126958,151.7448223225,2130.4422046928,9.980869,0.062380
89,26.1284377902,175.2736433172,2111.1564123076,9.819030,0.061369
90,26.1281609400,174.1830661229,2719.8245371422,9.752263,0.060952
91,26.1244095830,150.9699460151,2267.6781690854,9.356747,0.058480
92,26.1237053301,182.0445085537,2535.0915111601,9.158323,0.057240
93,26.1225485055,152.5847969903,2090.6002200981,9.224949,0.057656
94,26.1217701904,169.1133153205,2356.0575056385,9.095475,0.056847
95,26.1215422483,172.5865841390,2419.0622585018,8.901737,0.055636
96,26.1189936943,187.1329981528,2398.7011629876,8.940343,0.055877
97,26.1187353420,135.3347075325,2305.7937683890,8.958061,0.055988
98,26.1183027122,167.5024671096,2811.0955431625,8.724970,0.054531
99,26.1169088139,166.1402680959,2365.0677966624,8.749313,0.054683
100,26.1164908176,130.8167499200,2270.7517277339,8.629313,0.053933
