Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
70,1.2389492585,18.1106088799,144.2174514941,30.166889,0.188543
71,1.2282524325,18.7623960118,157.7794835955,29.907818,0.186924
72,1.2142607908,17.4230738736,139.7327992142,29.700646,0.185629
73,1.1975272803,16.3168134956,144.0911402470,29.498121,0.184363
74,1.1870678892,16.6717358093,129.8295238492,29.376687,0.183604
75,1.1757343079,16.3991951562,149.9626272003,29.358768,0.183492
76,1.1511800235,17.4469029110,141.0384434539,29.433737,0.183961
77,1.1420324230,18.3104776411,144.9687565746,29.681091,0.185507
78,1.1120896772,17.9548757482,153.1075900990,29.468121,0.184176
79,1.1060968782,17.9303391277,145.1181734548,29.276646,0.182979
80,1.0908928988,18.1542072533,146.4712667072,29.147212,0.182170
81,1.0851711335,19.2172712893,151.9289165899,28.944889,0.180906
82,1.0673961178,18.0174082940,130.8280295601,28.859091,0.180369
83,1.0582334254,18.2955400339,158.2965791877,28.620545,0.178878
84,1.0554955361,18.4298548242,176.8360645742,28.547414,0.178421
85,1.0431636061,18.4557010313,141.3889466417,28.393051,0.177457
86,1.0339643773,19.1398343741,164.7147590281,28.560263,0.178502
87,1.0074631383,18.0444541608,127.8883315936,28.316242,0.176977
88,0.9732163407,16.9605412739,131.0426157019,28.067495,0.175422
89,0.9732163407,18.0654488425,133.4691557340,27.813273,0.173833
90,0.9727448455,17.2641279708,150.5447275976,27.849879,0.174062
91,0.9643827995,19.0484575733,156.6450055059,27.706263,0.173164
92,0.9624653384,18.6455140954,139.0599183246,27.199333,0.169996
93,0.9439767078,17.6663737184,122.2776921260,26.666869,0.166668
94,0.9312518509,17.1735944274,153.5471979546,25.982909,0.162393
95,0.9274048502,18.6155973572,171.5809836373,25.981616,0.162385
96,0.9010415148,18.1494615360,167.2669229336,25.647374,0.160296
97,0.8904845771,18.8457736015,154.8510737273,25.408222,0.158801
98,0.8779359998,19.3812104773,175.1456216401,25.320929,0.158256
99,0.8779359998,18.1771976554,137.8955080828,25.377879,0.158612
100,0.8588699310,17.7157288401,146.2990775733,25.074303,0.156714
