Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
0,110.6414564276,298.5945164380,505.2158324477,79.977697,0.499861
1,87.6884928254,244.5902230095,481.2761253066,78.488747,0.490555
2,83.6476090853,215.6451682921,427.7661022000,76.376808,0.477355
3,70.2957243242,192.9846011341,433.8689973462,73.326162,0.458289
4,56.1474728335,170.4428076405,392.9860941197,68.311273,0.426945
5,50.2483665727,151.5342475474,367.9533531957,62.397576,0.389985
6,44.8436636189,135.4206544095,336.0163686561,55.483273,0.346770
7,36.1982521985,118.2927852617,353.3941041491,49.023515,0.306397
8,29.7869221888,101.8767838884,307.5483600447,45.805899,0.286287
9,25.0562287458,90.3037968286,290.7263229176,41.106505,0.256916
10,22.3312938535,73.0330728743,232.0186713323,36.367677,0.227298
11,19.5882067884,61.8089240628,199.4174122674,32.890101,0.205563
12,15.3795664758,48.6049298999,183.8368767973,30.713131,0.191957
13,11.5452233898,43.3658582323,167.7019066850,28.601414,0.178759
14,9.1947153880,36.5568060116,158.5071249938,27.444586,0.171529
15,7.4767426207,32.9817971737,173.7002513971,25.387697,0.158673
16,6.0709796146,27.4486298415,147.3195758467,23.826667,0.148917
17,5.4035347005,24.0782529435,136.5806909243,22.701414,0.141884
18,4.7518700987,22.3150730950,140.0494276023,20.969131,0.131057
19,3.8746786929,17.6128426921,118.8943994461,18.758303,0.117239
20,3.2824034987,15.2559440059,117.9457715607,18.098606,0.113116
21,3.1928454675,15.7616688591,150.1125802016,18.152707,0.113454
22,2.7893491578,14.4104441299,139.5016991121,18.452000,0.115325
23,2.3695763952,14.0089935891,127.8502164563,18.462020,0.115388
24,2.1162333172,13.6602306227,118.9173943378,18.349838,0.114686
25,1.8753885351,11.9177498660,130.8240648899,18.324909,0.114531
26,1.7694309150,13.2732645523,136.3859993270,18.296061,0.114350
27,1.6230400822,12.3716492297,134.8088067524,18.613455,0.116334
28,1.4967402657,11.4442418280,139.7451897972,18.967657,0.118548
29,1.4417845497,11.0208699346,121.5902367907,18.898949,0.118118
30,1.2920893315,12.1342591443,127.6607274470,19.078768,0.119242
31,1.2344374331,11.4142772923,115.9595004006,18.730828,0.117068
32,1.1561099982,11.1572977229,123.0487745689,18.876808,0.117980
33,1.1280178668,11.0915709697,123.2878374941,18.876667,0.117979
34,1.0894454729,11.3419035431,138.2899962158,18.637152,0.116482
35,1.0655559788,9.4032810610,122.9521334634,18.529374,0.115809
36,1.0558755746,10.2012960671,116.7449946632,18.263697,0.114148
37,1.0169680526,11.4080948527,133.1374484900,17.793475,0.111209
38,0.9819173472,10.6551184830,108.5392861126,17.615596,0.110097
39,0.9575120450,10.8490648221,157.3075826089,17.712970,0.110706
40,0.9454274399,10.3795241392,134.9770358846,17.269414,0.107934
41,0.9252767364,10.9788492660,104.3738656621,16.732061,0.104575
42,0.9154435124,12.2263902377,136.5331960569,16.501434,0.103134
43,0.8954165142,10.6038719424,117.1577472799,16.292141,0.101826
44,0.8802109474,11.3131283398,116.1923483267,15.947939,0.099675
45,0.8656556995,9.7994731847,125.0485158271,15.860848,0.099130
46,0.8277311790,9.4873999905,114.9993456719,15.722646,0.098267
47,0.8004272500,10.3841082336,129.9966181244,15.311051,0.095694
48,0.7774688809,10.1553367267,107.8419512962,14.815919,0.092599
49,0.7597587271,11.3162583127,116.2274718266,14.084101,0.088026
50,0.7378966278,9.9329539082,131.8614831803,13.806465,0.086290
51,0.7136717821,10.4894656804,119.5499602118,13.697778,0.085611
52,0.7038907927,9.0989062073,132.0137261796,14.011899,0.087574
53,0.6874105594,11.0079202216,123.6149454003,13.858040,0.086613
54,0.6687919001,9.6705120871,111.9274879958,13.687919,0.085549
55,0.6487885527,10.2810520738,139.9600143420,13.466929,0.084168
56,0.6094720647,10.5939290638,128.2821079094,13.363293,0.083521
57,0.5947943036,9.1142178877,109.2590175091,13.130687,0.082067
58,0.5571173448,8.8844353400,132.6578867367,13.062687,0.081642
59,0.5261889678,10.5187007721,137.6874346496,13.561354,0.084758
60,0.5169947223,11.3002513769,140.7308546709,13.787980,0.086175
61,0.4954096840,9.9278480448,145.6884606898,13.573394,0.084834
62,0.4931886184,10.0071274466,126.1591546592,13.315030,0.083219
63,0.4756625078,10.7721743835,122.3535762958,13.411030,0.083819
64,0.4396943167,10.2242046562,126.4040918260,13.302263,0.083139
65,0.4276228388,9.8724440497,109.4231635995,13.110909,0.081943
66,0.4236938763,11.3925613221,127.7370057012,12.441616,0.077760
67,0.4096376515,10.4450554504,137.2748150013,12.121778,0.075761
68,0.3795766270,10.3067023048,118.2947649475,11.482788,0.071767
69,0.3765150871,11.1344870162,117.4052556789,11.140101,0.069626
70,0.3575784396,10.4429354865,132.0030460028,11.009394,0.068809
71,0.3457645411,10.2873573283,105.4475213486,10.573798,0.066086
72,0.3350885219,11.3810662535,120.8661768817,10.426525,0.065166
73,0.3181012567,11.0065452653,133.4736095967,10.166828,0.063543
74,0.3115402432,9.9613227327,114.7243060927,10.002303,0.062514
75,0.3019085472,11.3753705559,146.1936337545,10.176101,0.063601
76,0.2902637342,11.9121577963,143.0712609843,10.120162,0.063251
77,0.2819235920,9.6806027990,114.9227155795,9.631495,0.060197
78,0.2686556566,11.1773066314,153.0042662090,9.745596,0.060910
79,0.2671687034,11.8649077085,139.0334489444,9.684465,0.060528
80,0.2637436512,9.8388786073,112.5297452237,9.490303,0.059314
81,0.2533396394,10.7321492086,135.4620971618,9.649192,0.060307
