Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
59,15.3984259004,34.8824926288,94.8606012867,23.532848,0.147080
60,15.2218443082,34.8018976985,91.3921623585,23.598081,0.147488
61,14.9696789144,34.2477007849,97.9883876988,23.454182,0.146589
62,14.6393503839,34.6962876543,95.8617322617,23.389152,0.146182
63,14.4525290068,34.6763101468,102.9137064282,23.368808,0.146055
64,14.4170984587,34.1987271316,101.3135163470,23.133313,0.144583
65,14.2407616603,33.5298776038,91.5563597904,23.023838,0.143899
66,13.7566652699,32.4800997380,100.2191576028,22.744081,0.142151
67,13.3415983353,33.0539192958,93.9179865374,22.708081,0.141926
68,13.2330577090,32.5427333194,103.4315786633,22.606646,0.141292
69,12.8880208118,32.6599494222,92.3445757775,22.526121,0.140788
70,12.7600432980,33.2042228345,88.3235541297,22.499333,0.140621
71,12.7100068658,31.7571730999,98.8146229679,22.160727,0.138505
72,12.5690448252,31.5596784020,93.6822659203,21.961838,0.137261
73,12.4998083393,30.6054396408,98.4862045463,21.516990,0.134481
74,12.4059317161,31.1938208247,93.8980074999,21.929939,0.137062
75,12.2227336940,31.5178824022,94.7853386114,22.456061,0.140350
76,12.1153554046,30.9541902552,95.3453149614,22.760000,0.142250
77,11.6614651965,31.8861190932,95.5729250937,23.143616,0.144648
78,11.5468606659,32.2918652671,106.4768495798,23.379657,0.146123
79,11.4898784789,31.8034517697,89.4211438259,23.581111,0.147382
80,11.4048162191,30.5975587229,92.3202849926,23.571374,0.147321
81,11.3446334875,30.5241479887,90.0166306552,23.498303,0.146864
82,11.2195381938,30.1672296130,89.3602341595,23.373677,0.146085
83,11.1779087753,30.7426155338,90.7259618457,23.499091,0.146869
84,11.0149633680,30.0982199189,88.6753749906,23.498949,0.146868
85,10.9247615425,30.7372387503,89.3761339672,23.750222,0.148439
86,10.8658689008,29.9543268748,95.6427147015,23.598263,0.147489
87,10.7229815593,29.8973367981,94.3099782208,23.429131,0.146432
88,10.6411786484,29.6276199440,89.5056566427,23.165657,0.144785
89,10.6073858925,28.8642829918,91.0428136862,23.128101,0.144551
90,10.5468129816,28.8212907057,90.2611696338,22.984788,0.143655
91,10.3833970469,28.2799287592,97.7051726025,22.890323,0.143065
92,10.3620058310,28.5462358920,85.2710284063,22.774081,0.142338
93,10.3266941300,28.2471085248,93.6813600907,22.470465,0.140440
94,10.3197592966,27.8983246762,86.0288004076,22.050606,0.137816
95,10.2834004755,28.8171555896,91.0347655017,22.018101,0.137613
96,10.0674951373,28.4204600245,89.6259885518,22.053111,0.137832
97,9.9447673802,27.9810821026,92.8512810706,21.842202,0.136514
98,9.8668548329,28.8448055669,90.1616367106,21.674081,0.135463
99,9.7787593176,28.7352894442,93.1017192929,21.554869,0.134718
100,9.6959856944,27.9974877522,96.4774863572,21.106222,0.131914
