Generacion,Mejor,Promedio,Peor,Diversidad,Diversidad_Norm
43,15.3203787749,24.6194832900,82.3772588421,13.497071,0.084357
44,15.1431453202,24.3879436878,73.9410935674,13.098182,0.081864
45,15.0968805059,23.8465376183,79.4535865919,12.585556,0.078660
46,15.0383639647,23.0934749575,69.0998822256,12.636242,0.078977
47,15.0125511451,23.1113319299,75.1093190217,12.768929,0.079806
48,14.9661947652,23.9310995998,75.3216623460,13.188404,0.082428
49,14.9539344398,23.4589259483,73.3714526399,12.993758,0.081211
50,14.8999536600,24.4149893646,82.3937540051,12.862364,0.080390
51,14.8630719817,24.2781404480,76.9262698788,12.578808,0.078618
52,14.8358655371,23.5599953510,78.0439209803,12.097758,0.075611
53,14.8221226243,23.1168179910,74.9830505876,12.069596,0.075435
54,14.8093624826,24.5461989421,78.5999771085,11.908586,0.074429
55,14.5916080381,23.0797798656,71.1760381560,11.300465,0.070628
56,14.5739986545,22.8723293656,74.7209162912,10.979859,0.068624
57,14.5690914240,22.7982921011,76.0141356740,10.709515,0.066934
58,14.5473066300,23.4686550336,72.8242369949,10.771980,0.067325
59,14.5371082767,23.7604881441,82.4251601543,10.602949,0.066268
60,14.5311038087,23.3758833914,70.3678067128,10.591515,0.066197
61,14.0064188262,22.7221396105,70.1687443633,10.479253,0.065495
62,13.9620807296,23.3711313616,80.8165495042,10.748303,0.067177
63,13.9054929720,22.9178925397,77.7195872741,10.691596,0.066822
64,13.8481291604,22.7244776252,67.7847238869,10.891899,0.068074
65,13.8127310429,23.4760519011,71.4338549473,10.880990,0.068006
66,13.8055982550,23.2729935060,73.4263304742,11.115030,0.069469
67,13.5292117215,22.9533291912,73.1455002958,10.679535,0.066747
68,13.3292776214,23.0748416870,74.5071099745,10.597253,0.066233
69,13.3243436348,22.5488619860,74.7522345740,10.298667,0.064367
70,13.1966775226,22.3931064366,73.4869968152,10.321455,0.064509
71,12.9523993867,22.5561190353,73.6514142548,10.421798,0.065136
72,12.8963572728,22.2004656136,76.6555156999,10.572889,0.066081
73,12.7503595277,22.8105793698,80.6799540324,10.967798,0.068549
74,12.5174048385,22.7494891193,75.0515863717,11.027192,0.068920
75,12.4228445415,22.2278744473,74.4125218380,10.991313,0.068696
76,12.2995532291,21.5085746269,79.3787803347,10.929354,0.068308
77,12.2546174720,21.8352672728,76.7690882848,11.076182,0.069226
78,12.2514598957,22.4199758579,74.1836323805,11.278808,0.070493
79,12.2440368538,21.5243424488,71.1008174610,11.181717,0.069886
80,12.1185362361,21.8594874952,74.9580500874,10.936727,0.068355
81,12.1141245044,21.6607976013,76.2220015877,10.475455,0.065472
82,12.0920309321,20.6536319990,70.7215657638,10.202162,0.063764
83,12.0788613946,21.5665029509,79.0354237014,10.122646,0.063267
84,12.0775519414,20.6056309897,79.0807595903,9.953192,0.062207
85,12.0763935300,20.6435701118,72.0502087516,9.905717,0.061911
86,12.0738084625,20.3950675892,66.7158177078,9.982788,0.062392
87,12.0725627661,20.3728761963,72.3495698793,9.759535,0.060997
88,11.8958424781,20.4134419478,73.0112862474,9.674929,0.060468
89,11.8953369885,20.4596864686,69.5978155057,9.597596,0.059985
90,11.8945760670,20.6148630175,67.8133596745,9.287394,0.058046
91,11.8062153407,20.8156513267,79.7249184319,9.085636,0.056785
92,11.8048386512,21.5534001499,71.3911116367,9.161111,0.057257
93,11.7926650859,20.9334167213,78.5745433419,9.028101,0.056426
94,11.7714732804,20.5890275335,68.6436142942,9.008162,0.056301
95,11.7688271358,20.9561031776,80.4925236063,9.001051,0.056257
96,11.7682162136,21.1051883165,71.7706821066,9.025758,0.056411
97,11.7678765185,20.5529481321,68.9096902041,8.794222,0.054964
98,11.7637548619,20.9512737090,73.9786741765,8.695495,0.054347
99,11.7636560712,20.4831176726,76.2854641484,8.551596,0.053447
100,11.7635579638,20.6755219350,72.6023403613,8.033091,0.050207
