RESULTADOS EXPERIMENTALES - SUDOKU
Fecha: 2025-11-03 18:24:05

RECOCIDO SIMULADO - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Generaciones,Tiempo(s),Seed
1,6.00,51156,441,8.02,2848389788
2,2.00,75632,652,11.65,316440231
3,54.00,116000,1000,18.78,2815057172
4,6.00,49532,427,7.34,2723642099
5,5.00,37700,325,5.60,1445169388
6,6.00,60436,521,8.97,2271705120
7,5.00,44196,381,6.58,894888662
8,8.00,57304,494,8.43,1200658612
9,5.00,58812,507,8.61,2846647717
10,54.00,116000,1000,16.91,2743998000
11,4.00,50576,436,7.40,1777457644
12,4.00,45472,392,6.61,2597602553
13,4.00,72616,626,10.59,1298916226
14,2.00,47444,409,6.90,1223852396
15,7.00,75980,655,11.06,972758223
16,5.00,52548,453,7.74,665699105
17,4.00,93148,803,13.63,2511967793
18,4.00,50112,432,7.34,3909357890
19,56.00,116000,1000,17.04,2509701532
20,3.00,53128,458,7.79,1534123696
21,5.00,48604,419,7.15,1513978701
22,5.00,38512,332,5.65,3109081415
23,4.00,60436,521,8.86,134130414
24,56.00,116000,1000,17.00,2101768236
25,56.00,116000,1000,17.02,606444532
26,54.00,116000,1000,17.06,1757522364
27,4.00,68672,592,10.08,1078763616
28,5.00,56376,486,8.27,815789120
29,2.00,42224,364,6.20,1906838191
30,9.00,57420,495,8.43,4032007960

BÚSQUEDA LOCAL ITERADA - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Iteraciones,Seed
1,12.00,68884,1001,
2,8.00,67896,1001,
3,15.00,71307,1001,
4,11.00,67200,1001,
5,14.00,67345,1001,
6,14.00,70380,1001,
7,14.00,67476,1001,
8,13.00,67512,1001,
9,8.00,68546,1001,
10,15.00,68098,1001,
11,14.00,66405,1001,
12,10.00,68853,1001,
13,10.00,66813,1001,
14,12.00,70200,1001,
15,16.00,70878,1001,
16,13.00,68574,1001,
17,12.00,71038,1001,
18,11.00,69272,1001,
19,7.00,64471,1001,
20,9.00,65746,1001,
21,12.00,69575,1001,
22,13.00,68194,1001,
23,15.00,68153,1001,
24,13.00,69380,1001,
25,9.00,65399,1001,
26,13.00,69087,1001,
27,16.00,68301,1001,
28,14.00,67977,1001,
29,13.00,68742,1001,
30,8.00,68330,1001,

ALGORITMO MEMÉTICO - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Generaciones
1,12.00,136502,100
2,11.00,139698,100
3,13.00,134488,100
4,12.00,141465,100
5,13.00,128353,100
6,8.00,158870,100
7,11.00,139229,100
8,16.00,155052,100
9,10.00,146384,100
10,9.00,130249,100
11,11.00,153356,100
12,12.00,141414,100
13,12.00,144183,100
14,10.00,138953,100
15,11.00,134716,100
16,12.00,142473,100
17,19.00,146482,100
18,13.00,133712,100
19,15.00,133429,100
20,13.00,143366,100
21,13.00,138072,100
22,5.00,166514,100
23,10.00,141778,100
24,14.00,151859,100
25,8.00,136775,100
26,11.00,157445,100
27,11.00,142810,100
28,12.00,154384,100
29,14.00,136779,100
30,14.00,144352,100

RESUMEN COMPARATIVO
Algoritmo,Mejor,Peor,Promedio,Mediana,Desv.Est.,Óptimas
Recocido Simulado,2.00,56.00,14.80,5.00,20.16,0
ILS,7.00,16.00,12.13,13.00,2.49,0
Memético,5.00,19.00,11.83,12.00,2.57,0
