RESULTADOS EXPERIMENTALES - SUDOKU
Fecha: 2025-11-03 17:44:31

RECOCIDO SIMULADO - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Generaciones,Tiempo(s),Seed
1,6.00,26924,254,4.00,1441226344
2,2.00,29468,278,4.34,1334124295
3,6.00,29998,283,4.45,2601379991
4,4.00,32542,307,4.84,641624126
5,7.00,32966,311,4.87,136835897
6,5.00,27772,262,4.13,898478649
7,4.00,26394,249,3.89,3233138302
8,4.00,28514,269,4.17,1292984518
9,4.00,31164,294,4.54,3922413380
10,4.00,36888,348,5.42,1374632557
11,5.00,31270,295,4.58,1679208828
12,7.00,29892,282,4.38,3239016115
13,0.00,29892,282,4.39,2042678265
14,4.00,26288,248,3.85,3668845965
15,6.00,34132,322,5.04,228401281
16,4.00,33708,318,4.94,2197015533
17,4.00,27348,258,4.02,278672129
18,2.00,32436,306,4.76,654865066
19,4.00,32330,305,4.76,2290236962
20,8.00,32754,309,4.79,1973117237
21,6.00,33496,316,4.91,3810092612
22,6.00,29044,274,4.26,2483677698
23,6.00,34344,324,5.08,1846409653
24,4.00,36146,341,5.30,3738431026
25,4.00,34238,323,5.06,1394695852
26,4.00,29892,282,4.42,1448672465
27,7.00,30210,285,4.43,2878990852
28,6.00,31800,300,4.65,847077660
29,4.00,35510,335,5.18,124235108
30,4.00,29468,278,4.31,2182816485

BÚSQUEDA LOCAL ITERADA - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Iteraciones,Seed
1,13.00,73163,1001,
2,14.00,72183,1001,
3,7.00,66552,1001,
4,18.00,71913,1001,
5,12.00,72352,1001,
6,13.00,66599,1001,
7,11.00,71534,1001,
8,10.00,69390,1001,
9,13.00,69874,1001,
10,8.00,70405,1001,
11,14.00,69553,1001,
12,12.00,68579,1001,
13,13.00,71132,1001,
14,10.00,69911,1001,
15,9.00,69525,1001,
16,10.00,67512,1001,
17,11.00,71617,1001,
18,9.00,70940,1001,
19,11.00,67507,1001,
20,16.00,72160,1001,
21,10.00,68367,1001,
22,10.00,67789,1001,
23,6.00,66780,1001,
24,10.00,67745,1001,
25,12.00,69546,1001,
26,12.00,67198,1001,
27,7.00,68262,1001,
28,5.00,67520,1001,
29,14.00,69946,1001,
30,9.00,69557,1001,

ALGORITMO MEMÉTICO - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Generaciones
1,6.00,139904,100
2,11.00,134388,100
3,11.00,142059,100
4,4.00,147203,100
5,6.00,149951,100
6,11.00,137790,100
7,11.00,139961,100
8,12.00,133807,100
9,11.00,139281,100
10,11.00,126422,100
11,10.00,134801,100
12,13.00,140201,100
13,8.00,148042,100
14,4.00,134762,100
15,14.00,130684,100
16,8.00,126699,100
17,9.00,142251,100
18,11.00,136402,100
19,8.00,155798,100
20,8.00,132591,100
21,9.00,138309,100
22,7.00,138669,100
23,13.00,126857,100
24,9.00,152406,100
25,9.00,146839,100
26,9.00,146073,100
27,16.00,129505,100
28,13.00,134356,100
29,8.00,147458,100
30,9.00,144572,100

RESUMEN COMPARATIVO
Algoritmo,Mejor,Peor,Promedio,Mediana,Desv.Est.,Óptimas
Recocido Simulado,0.00,8.00,4.70,4.00,1.66,1
ILS,5.00,18.00,10.97,11.00,2.83,0
Memético,4.00,16.00,9.63,9.00,2.74,0
