RESULTADOS EXPERIMENTALES - SUDOKU
Fecha: 2025-11-03 16:20:25

RECOCIDO SIMULADO - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Generaciones,Tiempo(s),Seed
1,6.00,21780,242,3.82,2992764572
2,4.00,21150,235,3.00,464154646
3,4.00,19980,222,2.83,1491431072
4,5.00,21690,241,3.08,1144248876
5,6.00,20610,229,2.92,1203690341
6,4.00,21420,238,3.04,1672040402
7,2.00,23400,260,3.37,1980313443
8,0.00,14130,157,2.06,361627308
9,4.00,19440,216,2.83,1519839029
10,2.00,17550,195,2.47,948707243
11,2.00,23850,265,3.41,1856363218
12,4.00,19530,217,2.85,1192549271
13,2.00,18720,208,3.05,3094019567
14,2.00,20790,231,3.11,4157878993
15,0.00,17910,199,2.58,3354422852
16,5.00,22140,246,3.23,1006432615
17,6.00,22950,255,3.29,3484803645
18,5.00,17100,190,2.46,3877664672
19,2.00,21060,234,3.02,4027929992
20,0.00,21510,239,3.07,3159665458
21,7.00,20880,232,4.24,3971414040
22,4.00,22140,246,3.73,2233420552
23,6.00,18990,211,2.72,2989273588
24,7.00,20610,229,2.96,1082225627
25,2.00,16740,186,2.41,552840911
26,0.00,17460,194,2.52,2184688469
27,5.00,20070,223,2.87,500177913
28,2.00,21420,238,3.06,664946601
29,5.00,20610,229,2.97,3027523713
30,0.00,11520,128,1.64,3010267527

BÚSQUEDA LOCAL ITERADA - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Iteraciones,Seed
1,6.00,63091,1001,
2,2.00,60937,1001,
3,12.00,61860,1001,
4,5.00,59828,1001,
5,13.00,63165,1001,
6,7.00,60076,1001,
7,5.00,60470,1001,
8,10.00,63522,1001,
9,12.00,63110,1001,
10,14.00,61876,1001,
11,5.00,61641,1001,
12,10.00,62068,1001,
13,5.00,61251,1001,
14,9.00,63722,1001,
15,7.00,61469,1001,
16,14.00,64565,1001,
17,4.00,61809,1001,
18,7.00,61084,1001,
19,8.00,62294,1001,
20,4.00,59065,1001,
21,9.00,60933,1001,
22,7.00,62220,1001,
23,8.00,64306,1001,
24,10.00,61883,1001,
25,6.00,61364,1001,
26,8.00,62850,1001,
27,5.00,58982,1001,
28,13.00,61840,1001,
29,10.00,62274,1001,
30,9.00,62125,1001,

ALGORITMO MEMÉTICO - Ejecuciones Individuales
Ejecucion,Fitness,Evaluaciones,Generaciones
1,15.00,116188,100
2,3.00,119195,100
3,5.00,121998,100
4,10.00,117168,100
5,12.00,122327,100
6,4.00,125307,100
7,6.00,124229,100
8,2.00,117886,100
9,12.00,112808,100
10,8.00,118632,100
11,6.00,115580,100
12,6.00,120441,100
13,0.00,51151,27
14,7.00,115829,100
15,8.00,114784,100
16,7.00,122579,100
17,7.00,124523,100
18,9.00,115535,100
19,0.00,43666,23
20,7.00,112041,100
21,2.00,121548,100
22,7.00,118296,100
23,3.00,120540,100
24,13.00,116263,100
25,2.00,123212,100
26,2.00,124112,100
27,11.00,115684,100
28,6.00,130266,100
29,11.00,124240,100
30,9.00,123922,100

RESUMEN COMPARATIVO
Algoritmo,Mejor,Peor,Promedio,Mediana,Desv.Est.,Óptimas
Recocido Simulado,0.00,7.00,3.43,4.00,2.17,5
ILS,2.00,14.00,8.13,8.00,3.15,0
Memético,0.00,15.00,6.67,7.00,3.85,2
